Unnamed: 0,PRODUCTO,OT REFERENCIA,CODIGO,PESO,MATERIA PRIMA,PROCESO FINAL,PESO ARMADO ,FAMILIA,MAQUINA,ETAPA,STD,N° ETAPA
Perno Anclaje Tipo J 1.1/8x995x100H ,Perno Anclaje Tipo J 1.1/8x995x100H ,38732.0,24A1036010-9,5.09,,,5.09,PERNOS ANCLAJE GV F,,,,
Perno Anclaje Tipo J 1.1/8x2150x250H  r50,Perno Anclaje Tipo J 1.1/8x2150x250H  r50,35455.0,2481236500-9,10.8,1020 1.1/8,,10.8,PERNOS ANCLAJE GV C,,,,
Perno Anclaje Tipo J 1.3/8x2150x250H  r50,Perno Anclaje Tipo J 1.3/8x2150x250H  r50,35008.0,2481244500-2,16.0,,,16.0,PERNOS ANCLAJE GV C,,,,
Perno Anclaje Tipo J 1.3/8x2600x250H  r50,Perno Anclaje Tipo J 1.3/8x2600x250H  r50,36054.0,2481244502-9,19.35,,,19.35,PERNOS ANCLAJE GV C,,,,
Perno Anclaje Tipo L 1x700x100x100H ,Perno Anclaje Tipo L 1x700x100x100H ,36904.0,2491232380-K,3.02,,,3.02,PERNOS ANCLAJE GV C,,,,
Perno Anclaje Tipo L 1.1/4x1500x150x150H,Perno Anclaje Tipo L 1.1/4x1500x150x150H,34991.0,2491240900-3,10.18,,,10.18,PERNOS ANCLAJE GV C,,,,
Perno Anclaje Tipo L 1.1/4x1600,Perno Anclaje Tipo L 1.1/4x1600,34521.0,2491240950-K,11.0,,,11.0,PERNOS ANCLAJE GV C,,,,
Perno Anclaje Tipo L 1/2x1000x100x100H,Perno Anclaje Tipo L 1/2x1000x100x100H,35091.0,2491216110-9,1.192,1020 1/2,,1.192,PERNOS ANCLAJE GV C,,,,
Perno Anclaje Tipo L 3/4x400x100x100H,Perno Anclaje Tipo L 3/4x400x100x100H,34990.0,2491224500-0,1.32,,,1.32,PERNOS ANCLAJE GV F,,,,
Perno Anclaje Tipo L 3/4x500,Perno Anclaje Tipo L 3/4x500,34616.0,2491224520-5,1.5,,,1.5,PERNOS ANCLAJE GV C,,,,
Perno Anclaje Tipo L 3/4x540x70x100H,Perno Anclaje Tipo L 3/4x540x70x100H,35092.0,2491224552-3,1.4,,,1.4,PERNOS ANCLAJE GV C,,,,
Perno Anclaje Tipo L 3/4x600x100x100H,Perno Anclaje Tipo L 3/4x600x100x100H,37407.0,2491224680-5,1.6,,,1.6,PERNOS ANCLAJE GV F,,,,
Perno Anclaje Tipo L 5/8x500,Perno Anclaje Tipo L 5/8x500,34636.0,2491220450-9,1.0,,,1.0,PERNOS ANCLAJE GV C,,,,
Perno Anclaje Tipo L 5/8x800x130x100H,Perno Anclaje Tipo L 5/8x800x130x100H,37492.0,2491220800-8,1.46,,,1.46,PERNOS ANCLAJE GV F,,,,
Perno Anclaje Tipo L 7/8x500,Perno Anclaje Tipo L 7/8x500,34575.0,2491228660-2,1.85,,,1.85,PERNOS ANCLAJE GV C,,,,
Perno Cab Cuad 1/2x1.1/2x1.1/2H,Perno Cab Cuad 1/2x1.1/2x1.1/2H,32540.0,9421016100-1,0.053,,,0.053,PERNOS CORRIENTES GV C,,,,
Perno Cab Cuad 1/2x1.1/2x1.1/4H,Perno Cab Cuad 1/2x1.1/2x1.1/4H,34318.0,9423016100-8,0.05,1020 1/2,,0.05,PERNOS CORRIENTES GV C,,,,
Perno Cab Cuad 1/2x1.1/2x1.1/4H UNC,Perno Cab Cuad 1/2x1.1/2x1.1/4H UNC,37986.0,9421016100-1,0.053,,,0.053,PERNOS CORRIENTES GV C,,,,
Perno Cab Cuad 1/2x2.1/2x1/4A BSW,Perno Cab Cuad 1/2x2.1/2x1/4A BSW,34727.0,9423016110-5,0.076,1020 1/2,,0.076,PERNOS CORRIENTES GV C,,,,
Perno Cab Cuad 1/2x2.1/2x1/4A UNC,Perno Cab Cuad 1/2x2.1/2x1/4A UNC,32993.0,9421016140-0,0.076,,,0.076,PERNOS CORRIENTES GV C,,,,
Perno Cab Cuad 1/2x1.3/4X1.1/4H,Perno Cab Cuad 1/2x1.3/4X1.1/4H,35389.0,9421016095-1,0.05942,,,0.05942,PERNOS CORRIENTES GV C,,,,
Perno Cab Cuad 1/2x1.3/4X1.1/4H BSW,Perno Cab Cuad 1/2x1.3/4X1.1/4H BSW,37608.0,9423016095-8,0.05942,,,0.05942,PERNOS CORRIENTES GV C,,,,
Perno Cab Cuad 1/2x16x10A,Perno Cab Cuad 1/2x16x10A,35787.0,9421016460-4,0.412,,,0.412,PERNOS CORRIENTES GV C,,,,
Perno Cab Cuad 1.1/2x8x3.1/2,Perno Cab Cuad 1.1/2x8x3.1/2,35069.0,1151048128-5,2.286,,,2.286,OTROS PRODUCTOS NG C,,,,
Perno Cab Cuad 5/8x10x4A,Perno Cab Cuad 5/8x10x4A,34369.0,9421120180-5,0.407,,,0.407,OTROS PRODUCTOS GV C,,,,
Perno Cab Cuad 5/8x12x6A,Perno Cab Cuad 5/8x12x6A,38731.0,9421120200-3,0.487,,,0.487,OTROS PRODUCTOS GV C,,,,
Perno Cab Cuad 5/8x2.1/2,Perno Cab Cuad 5/8x2.1/2,34949.0,9421120090-6,0.148,,,0.148,OTROS PRODUCTOS GV C,,,,
Perno Cab Cuad 5/8x2.1/2x1A,Perno Cab Cuad 5/8x2.1/2x1A,38793.0,9421120100-7,0.148,,,0.148,OTROS PRODUCTOS GV C,,,,
Perno Cab Cuad 5/8x8x4.1/2A,Perno Cab Cuad 5/8x8x4.1/2A,34368.0,9421120160-0,0.35,,,0.35,OTROS PRODUCTOS GV C,,,,
Perno Cab Cuad 7/8x4x2H,Perno Cab Cuad 7/8x4x2H,36133.0,1181028064-8,0.39,,,0.39,OTROS PRODUCTOS NG C,,,,
Perno Cab Cuad 7/8x5.1/2x2.1/2H Ref,Perno Cab Cuad 7/8x5.1/2x2.1/2H Ref,35285.0,2A21028210-7,0.508,1020 7/8,,0.698,OTROS PRODUCTOS NG C,,,,
Perno Cab Cuad 7/8x5.1/2x2.1/2H,Perno Cab Cuad 7/8x5.1/2x2.1/2H,38412.0,2A21028200-K,0.508,,,0.698,OTROS PRODUCTOS NG C,,,,
Perno Cab Cuad G-5 1.1/2x8,Perno Cab Cuad G-5 1.1/2x8,34216.0,1151048128-5,2.286,,,2.286,OTROS PRODUCTOS NG C,,,,
Perno Cab Cuad G-5 1x3x57mm,Perno Cab Cuad G-5 1x3x57mm,38356.0,2A51032100-7,0.392,,,0.392,OTROS PRODUCTOS NG C,,,,
Perno Cab Cuad T/Perno p/Cruzam 1x4x57,Perno Cab Cuad T/Perno p/Cruzam 1x4x57,35409.0,2A51032102-K,0.532,1045 1,,0.532,OTROS PRODUCTOS NG C,,,,
Perno Cab Martillo M18x65,Perno Cab Martillo M18x65,34512.0,2934018120-2,0.19,,,0.315,OTROS PRODUCTOS NG C,,,,
Perno Coche 1/2x1.1/2,Perno Coche 1/2x1.1/2,34715.0,1223216024-K,0.057,1020 1/2,,0.057,PERNOS CORRIENTES GV C,,,,
Perno Coche 1/2x2x1.1/4,Perno Coche 1/2x2x1.1/4,34901.0,1223216032-0,0.062,1020 1/2,,0.062,PERNOS CORRIENTES GV C,,,,
Perno Coche p/Prensa Paralela 3/4x45,Perno Coche p/Prensa Paralela 3/4x45,34756.0,9923224100-0,0.155,,,0.155,PERNOS CORRIENTES GV C,,,,
Perno Coche 3/8x5x1H,Perno Coche 3/8x5x1H,34652.0,1223212080-9,0.063,,,0.063,PERNOS CORRIENTES GV C,,,,
Perno Coche 3/8x5x3A,Perno Coche 3/8x5x3A,36562.0,9923212100-5,0.0633,,,0.0633,PERNOS CORRIENTES GV C,,,,
Perno Coche 5/8x5x2A,Perno Coche 5/8x5x2A,36219.0,1223220080-2,0.224,,,0.224,PERNOS CORRIENTES GV C,,,,
Perno Coche 5/8x95,Perno Coche 5/8x95,34902.0,9923220100-9,0.158,,,0.158,PERNOS CORRIENTES GV C,,,,
Perno Coche 5/8x9x2H,Perno Coche 5/8x9x2H,38647.0,1221220144-6,0.35,,,0.35,PERNOS CORRIENTES GV C,,,,
Perno Coche 5/8x10x2H,Perno Coche 5/8x10x2H,38648.0,1221220160-8,0.389,,,0.389,PERNOS CORRIENTES GV C,,,,
Perno Coche 5/8x11x2H,Perno Coche 5/8x11x2H,38649.0,1221220176-4,0.4279,,,0.4279,PERNOS CORRIENTES GV C,,,,
Perno Coche 5/8x12x2H,Perno Coche 5/8x12x2H,38650.0,1221220192-6,0.4668,,,0.4668,PERNOS CORRIENTES GV C,,,,
Perno Coche 5/8x14x2H,Perno Coche 5/8x14x2H,38651.0,1221220224-8,0.5446,,,0.5446,PERNOS CORRIENTES GV C,,,,
Perno Coche 5/8x16x2H,Perno Coche 5/8x16x2H,38652.0,1221220256-6,0.6224,,,0.6224,PERNOS CORRIENTES GV C,,,,
Perno Coraza Molino 4340 1x5.1/2x3.1/2H,Perno Coraza Molino 4340 1x5.1/2x3.1/2H,35128.0,2291032512-8,0.716,4340 1,,0.716,PERNOS CORAZA MOLINO NG C,,,,
Perno Coraza Molino G-2 1.3/4x9.1/2x4H,Perno Coraza Molino G-2 1.3/4x9.1/2x4H,35129.0,2221056008-8,4.0,A4223 1.3/4,,4.0,PERNOS CORAZA MOLINO NG C,,,,
Perno Coraza Molino 4340 1x7x4H,Perno Coraza Molino 4340 1x7x4H,35475.0,2291032112-2,0.93,4340 1,,0.93,PERNOS CORAZA MOLINO NG C,,,,
Perno Coraza Molino 4340 1.1/2x8.1/2x5H,Perno Coraza Molino 4340 1.1/2x8.1/2x5H,35215.0,2291048136-7,2.44,4340 1.1/2,,2.44,PERNOS CORAZA MOLINO NG C,,,,
Perno Coraza Molino 4340 1.1/2x11x6.1/2H,Perno Coraza Molino 4340 1.1/2x11x6.1/2H,35216.0,2291048176-6,2.936,4340 1.1/2,,2.936,PERNOS CORAZA MOLINO NG C,,,,
Perno Cuello Ret 1/2x1.11/16ESTAMPAR,Perno Cuello Ret 1/2x1.11/16,34852.0,9923016100-K,0.062,1020 1/2,,0.062,BRIDAS GV C,PRENSA FR - 12,ESTAMPAR,389.0,
Perno Cuello Ret 5/8x45ESTAMPAR,Perno Cuello Ret 5/8x45,34958.0,9921020100-5,0.105,,,0.105,BRIDAS GV F,PRENSA FR - 12,ESTAMPAR,334.0,1.0
Perno Cuello Ret 5/8x45REBABAR,Perno Cuello Ret 5/8x45,34958.0,9921020100-5,0.105,,,0.105,BRIDAS GV F,FAMAE - 02,REBABAR,500.0,2.0
Perno Cuello Ret 5/8x45LAMINAR,Perno Cuello Ret 5/8x45,34958.0,9921020100-5,0.105,,,0.105,BRIDAS GV F,LAMIN ZURZOLO,LAMINAR,450.0,3.0
Perno Cuello Ret 5/8x45REPASAR,Perno Cuello Ret 5/8x45,34958.0,9921020100-5,0.105,,T,0.105,BRIDAS GV F,TERR PER - 04,REPASAR,223.0,4.0
Perno Def Caminera 5/8x2,Perno Def Caminera 5/8x2,34784.0,6221220032-3,0.106,,,0.106,OTROS PRODUCTOS GV C,,,,
Perno Defensa Caminera 6.8 M16x30,Perno Defensa Caminera 6.8 M16x30,34980.0,6295216030-9,0.076,,,0.076,OTROS PRODUCTOS GV C,,,,
Perno Defensa Caminera 6.8 M16x45,Perno Defensa Caminera 6.8 M16x45,34981.0,6295216045-7,0.092,,,0.092,OTROS PRODUCTOS GV C,,,,
Perno Defensa Caminera 8.8 M16x40,Perno Defensa Caminera 8.8 M16x40,34982.0,6295216040-6,0.085,,,0.085,OTROS PRODUCTOS GV C,,,,
Perno Expansión 1/2x5,Perno Expansión 1/2x5,34840.0,9923116120-8,0.132,1020 1/2,,0.132,OTROS PRODUCTOS GV C,,,,
Perno Hex Cte 1/2x1x0A,Perno Hex Cte 1/2x1x0A,35954.0,9323016050-5,0.041,,,0.041,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x1.1/4x1/2A,Perno Hex Cte 1/2x1.1/4x1/2A,36205.0,9323016080-3,0.048,,,0.048,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x1.1/4x0A,Perno Hex Cte 1/2x1.1/4x0A,13823.0,9323016075-0,0.045,,,0.045,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x1.1/2x0A,Perno Hex Cte 1/2x1.1/2x0A,35283.0,9323016090-0,0.05,,,0.05,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x1.1/2x0A UNC,Perno Hex Cte 1/2x1.1/2x0A UNC,36312.0,9321016090-4,0.05,,,0.05,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x2x0A,Perno Hex Cte 1/2x2x0A,36233.0,9321016140-4,0.058,,,0.058,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x2x1/2A,Perno Hex Cte 1/2x2x1/2A,36639.0,9323016150-8,0.06,,,0.06,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x2.1/2x0A,Perno Hex Cte 1/2x2.1/2x0A,35462.0,9323016180-K,0.07,,,0.07,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x3x0A,Perno Hex Cte 1/2x3x0A,35992.0,9321016230-3,0.091,,,0.091,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x5x2A,Perno Hex Cte 1/2x5x2A,35188.0,9323016365-9,0.127,1020 1/2,,0.127,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x5x3A,Perno Hex Cte 1/2x5x3A,32736.0,9323016370-5,0.136,1020 1/2,,0.136,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x6x3A,Perno Hex Cte 1/2x6x3A,31456.0,9323016400-0,0.156,1020 1/2,,0.156,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x6x2A,Perno Hex Cte 1/2x6x2A,38604.0,9323016395-0,0.149,,,,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x7x4A,Perno Hex Cte 1/2x7x4A,35364.0,9323016430-2,0.18,1020 1/2,,0.18,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x8x4A,Perno Hex Cte 1/2x8x4A,36206.0,9323016445-0,0.194,,,0.194,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x8x5A,Perno Hex Cte 1/2x8x5A,35365.0,9323016450-7,0.209,1020 1/2,,0.209,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x9x4A,Perno Hex Cte 1/2x9x4A,36761.0,9323016462-0,0.227,1020 1/2,,0.227,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x9x5A,Perno Hex Cte 1/2x9x5A,35484.0,9323016465-5,0.226,1020 1/2,,0.226,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x9x6A,Perno Hex Cte 1/2x9x6A,35121.0,9323016470-1,0.231,1020 1/2,,0.231,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x10x0A,Perno Hex Cte 1/2x10x0A,38225.0,9323016478-7,0.232,,,0.232,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x10x5A,Perno Hex Cte 1/2x10x5A,36843.0,9323016490-6,0.241,1020 1/2,,0.241,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x10x6A,Perno Hex Cte 1/2x10x6A,37021.0,9323016495-7,0.245,1020 1/2,,0.245,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x10x7A,Perno Hex Cte 1/2x10x7A,34490.0,9323016500-7,0.255,1020 1/2,,0.255,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x11x7A,Perno Hex Cte 1/2x11x7A,,9323016520-1,0.283,,,0.283,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x11x8A,Perno Hex Cte 1/2x11x8A,28453.0,9323016530-9,0.279,1020 1/2,,0.279,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x12x6H,Perno Hex Cte 1/2x12x6H,34523.0,9323016555-4,0.296,1020 1/2,,0.296,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x12x9A,Perno Hex Cte 1/2x12x9A,34478.0,9323016560-0,0.306,1020 1/2,,0.306,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x13x6A,Perno Hex Cte 1/2x13x6A,36401.0,9323016580-5,0.299,,,0.299,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x13x187mmH,Perno Hex Cte 1/2x13x187mmH,37674.0,9323016498-1,0.299,,,0.299,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x13x10A,Perno Hex Cte 1/2x13x10A,36763.0,9323016610-0,0.334,,,0.334,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x14x10A,Perno Hex Cte 1/2x14x10A,33091.0,9323016625-9,0.35,,,0.35,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x14x11A,Perno Hex Cte 1/2x14x11A,37704.0,9323016630-5,0.351,,,0.351,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x406,Perno Hex Cte 1/2x406,34385.0,9323016652-6,0.382,1020 1/2,,0.382,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x350,Perno Hex Cte 1/2x350,36073.0,9323016616-K,0.344,,,0.344,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x400,Perno Hex Cte 1/2x400,36072.0,9323016651-8,0.394,,,0.394,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 1/2x450,Perno Hex Cte 1/2x450,36071.0,9323016691-7,0.443,,,0.443,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 3/4x10x5A BSW,Perno Hex Cte 3/4x10x5A BSW,34738.0,9323024730-5,0.592,,,0.592,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 3/4x10x2H UNC NG,Perno Hex Cte 3/4x10x2H UNC NG,36092.0,1021024160-K,0.60329,,,0.60329,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 3/4x11x7A,Perno Hex Cte 3/4x11x7A,36129.0,9323024758-5,0.653,,,0.653,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 3/4x11x8A,Perno Hex Cte 3/4x11x8A,37489.0,9323024762-3,0.66,,,0.66,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 3/4x12x9A,Perno Hex Cte 3/4x12x9A,37258.0,9323024796-8,0.733,,,0.733,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 3/4x14x10A,Perno Hex Cte 3/4x14x10A,36278.0,9323024840-9,0.822,,,0.822,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 3/4x17x4H ,Perno Hex Cte 3/4x17x4H ,36303.0,9323024905-7,1.0,,,1.0,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 3/4x17x7H ,Perno Hex Cte 3/4x17x7H ,34754.0,2921124505-9,0.879,,,0.879,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 3/4x2x0A,Perno Hex Cte 3/4x2x0A,38441.0,9323024120-K,0.158,,,0.158,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 3/4x2.1/2x1A,Perno Hex Cte 3/4x2.1/2x1A,35936.0,9323024190-0,0.193,,,0.193,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 3/4x2.1/2x1/2A,Perno Hex Cte 3/4x2.1/2x1/2A,38348.0,9323024180-3,0.188,,,0.188,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 3/4x4x0A,Perno Hex Cte 3/4x4x0A,37943.0,9323024340-7,0.253,,,0.253,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 3/4x4.1/2x1/2A,Perno Hex Cte 3/4x4.1/2x1/2A,37944.0,9323024378-4,0.307,,,0.307,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 3/4x8,Perno Hex Cte 3/4x8,34762.0,9323024590-6,0.488,,,0.488,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 3/4x9x6A,Perno Hex Cte 3/4x9x6A,34763.0,9323024668-6,0.565,,,0.565,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 3/4x9x4A,Perno Hex Cte 3/4x9x4A,36787.0,9323024655-4,0.549,,,0.549,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 3/4x9x5A,Perno Hex Cte 3/4x9x5A,35541.0,9323024660-0,0.536,,,0.536,PERNOS CORRIENTES GV C,,,,
"Perno Hex Cte 3/8x6x1,1/4H","Perno Hex Cte 3/8x6x1,1/4H",36074.0,1021312096-K,0.08936,,,0.08936,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 3/8x12x6H,Perno Hex Cte 3/8x12x6H,38821.0,9323012050-K,0.144,,,0.144,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 5/8x1x0A,Perno Hex Cte 5/8x1x0A,36501.0,9323020050-3,0.0726,,,0.0726,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 5/8x1.1/2x0A,Perno Hex Cte 5/8x1.1/2x0A,35609.0,9323020080-5,0.0852,,,0.0852,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 5/8x1.1/2x1/2A,Perno Hex Cte 5/8x1.1/2x1/2A,36445.0,9323020090-2,0.0914,,,0.0914,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 5/8x1.3/4,Perno Hex Cte 5/8x1.3/4,36999.0,9323220425-5,0.992,,,0.992,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 5/8x2.1/2,Perno Hex Cte 5/8x2.1/2,34695.0,9323020137-2,0.122,,,0.122,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 5/8x2.1/2x0A,Perno Hex Cte 5/8x2.1/2x0A,38709.0,9323020135-6,0.1194,,,0.1194,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 5/8x2.1/2x1A,Perno Hex Cte 5/8x2.1/2x1A,37421.0,9323020140-2,0.127,,,0.127,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 5/8x2x0A,Perno Hex Cte 5/8x2x0A,35015.0,9323020110-0,0.1034,,,0.1034,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 5/8x2x1/2A,Perno Hex Cte 5/8x2x1/2A,35305.0,9323020120-8,0.105,1020 5/8,,0.105,PERNOS CORRIENTES GV C,,,,
Perno Hex Cte 5/8x3x0A,Perno Hex Cte 5/8x3x0A,36574.0,9323020160-7,0.1364,,,0.1364,PERNOS CORRIENTES GV C,,,,
